"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AJ1","AL1","AY1","AY2","GA1","GF1","KA1","KA2","MW1","REM","EQD"
"07589099999","2010-02-19T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","00120,1,9,N","999999,9,N,1","-0010,1","+9999,9","99999,9","24,0130,9,1","0086,9,1,999999,9,9","99,018,9,1","7,1,99,9","0,1,99,9",,"08,99,1,08,1,06,1,00150,1,99,9,99,9","999,M,+0055,1","999,N,-0015,1","71,1","SYN152AAXX  19081 07589 212// 80000 11010 29/// 77170 886// 90815 333 10055 21015 4/086 70130 90768 93118 555 72156 8//// 11005 060/0 ///// ///// 41100 50///;",
"07589099999","2010-02-20T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","00210,1,9,N","999999,9,N,1","-0080,1","+9999,9","99999,9","24,0120,9,1","0090,9,1,999999,9,9","99,016,9,1","7,1,99,9","4,1,99,9",,"06,99,1,06,1,05,1,00250,1,00,1,00,1","999,M,+0000,1","999,N,-0110,1","00,1","SYN152AAXX  20081 07589 213// 60000 11080 29/// 70074 86500 90810 333 10000 21110 4/090 70120 90768 93116 555 72165 8//// 11024 02505 ///// ///// 41100 50///;",
"07589099999","2010-02-21T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0040,1","+9999,9","99999,9","24,0011,9,1","0088,9,1,999999,9,9","99,002,9,1","7,1,99,9","4,1,99,9",,"02,99,1,00,1,00,1,99999,9,00,1,02,1","999,M,-0020,1","999,N,-0080,1","00,1","SYN152AAXX  21081 07589 219// 20000 11040 29/// 70074 80002 90830 333 11020 21080 4/088 70011 90768 93102 555 72156 8//// 11022 04001 ///// ///// 41100 51///;",
"07589099999","2010-02-22T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","+0000,1","+9999,9","99999,9","24,0017,9,1","0088,9,1,999999,9,9","99,002,9,1","7,1,99,9","0,1,99,9",,"03,99,1,01,1,00,1,01750,1,03,1,02,1","999,M,+0025,1","999,N,-0040,1","00,1","SYN152AAXX  22081 07589 217// 30000 10000 29/// 70070 81032 90810 333 10025 21040 4/088 70017 90768 93102 555 72156 8//// 11007 04000 ///// ///// 41301 51///;",
"07589099999","2010-02-23T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","01500,1,9,N","999999,9,N,1","-0005,1","+9999,9","99999,9","24,0086,9,1","0093,9,1,999999,9,9","99,010,9,1","7,1,99,9","6,1,99,9",,"08,99,1,08,1,00,1,01750,1,07,1,99,9","999,M,+0050,1","999,N,-0005,1","00,1","SYN152AAXX  23081 07589 217// 80000 11005 29/// 70076 8807/ 90610 333 10050 21005 4/093 70086 90768 93110 555 71156 8//// 11006 05001 ///// ///// 41100 50///;",
"07589099999","2010-02-24T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","00210,1,9,N","999999,9,N,1","-0005,1","+9999,9","99999,9","24,0165,9,1","0099,9,1,999999,9,9","99,016,9,1","7,1,99,9","6,1,99,9",,"08,99,1,08,1,06,1,00250,1,99,9,99,9","999,M,+0025,1","999,N,-0020,1","70,1","SYN152AAXX  24081 07589 213// 80000 11005 29/// 77076 886// 90820 333 10025 21020 4/099 70165 90768 93116 555 71160 8//// 11006 05000 ///// ////3 41200 51///;",
"07589099999","2010-02-25T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","03600,1,9,N","999999,9,N,1","-0010,1","+9999,9","99999,9","24,0020,9,1","0099,9,1,999999,9,9","99,003,9,1","7,1,99,9","4,1,99,9",,"06,99,1,01,1,06,1,00450,1,07,1,00,1","999,M,+0040,1","999,N,-0030,1","00,1","SYN152AAXX  25081 07589 214// 60000 11010 29/// 70074 81670 90800 333 10040 21030 4/099 70020 90768 93103 555 72156 8//// 11006 01000 ///// ///// 41103 51///;",
"07589099999","2010-02-26T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","01200,1,9,N","999999,9,N,1","-0015,1","+9999,9","99999,9","24,0230,9,1","0102,9,1,999999,9,9","99,014,9,1","7,1,99,9","6,1,99,9",,"08,99,1,08,1,00,1,01250,1,07,1,99,9","999,M,+0045,1","999,N,-0025,1","00,1","SYN152AAXX  26081 07589 216// 80000 11015 29/// 70076 8807/ 90800 333 10045 21025 4/102 70230 90768 93114 555 7//// 8//// 11007 02000 ///// ///// 41100 50///;",
"07589099999","2010-02-27T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","180,1,N,0020,1","22000,1,9,N","999999,9,N,1","+0000,1","+9999,9","99999,9","24,0005,9,1","0095,9,1,999999,9,9","99,001,9,1","7,1,99,9","3,1,99,9",,"01,99,1,00,1,00,1,99999,9,00,1,02,1","999,M,+0000,1","999,N,-0060,1","00,1","SYN152AAXX  27081 07589 219// 11802 10000 29/// 70073 80002 90805 333 10000 21060 4/095 70005 90768 93101 555 72156 8//// 11006 11007 00000 ///// 418// 51///;",
"07589099999","2010-02-28T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","03600,1,9,N","999999,9,N,1","+0040,1","+9999,9","99999,9","24,0280,9,1","0082,9,1,999999,9,9","99,000,9,1","6,1,99,9","3,1,99,9",,"08,99,1,01,1,06,1,00250,1,07,1,99,9","999,M,+0080,1","999,N,+0000,1","60,1","SYN152AAXX  28081 07589 213// 80000 10040 29/// 76063 8167/ 90810 333 10080 20000 4/082 70280 90768 93100 555 71156 8//// 11003 23001 ///// ///// 41600 51///;",
"07589099999","2010-03-01T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0020,1","+9999,9","99999,9","24,0021,9,1","0082,9,1,999999,9,9","99,000,9,1","6,1,99,9","0,1,99,9",,"01,99,1,00,1,00,1,99999,9,00,1,02,1","999,M,+0050,1","999,N,-0045,1","00,1","SYN152AAXX  01081 07589 219// 10000 11020 29/// 70060 80002 90800 333 10050 21045 4/082 70021 90768 93100 555 71156 8//// 11010 80000 ///// ///// 47915 51///;",
"07589099999","2010-03-02T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","+0000,1","+9999,9","99999,9","24,0002,9,1","0072,9,1,999999,9,9","99,001,9,1","7,1,99,9","0,1,99,9",,"01,99,1,00,1,00,1,99999,9,00,1,02,1","999,M,+0050,1","999,N,-0035,1","00,1","SYN152AAXX  02081 07589 219// 10000 10000 29/// 70070 80002 90820 333 10050 21035 4/072 70002 90768 93101 555 71156 8//// 11006 00105 ///// ///// 44315 51///;",
"07589099999","2010-03-03T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","090,1,N,0070,1","00210,1,9,N","999999,9,N,1","+0020,1","+9999,9","99999,9","24,0000,9,1","0069,9,1,999999,9,9","99,000,9,1","0,1,99,9","0,1,99,9",,"08,99,1,08,1,06,1,00250,1,99,9,99,9","999,M,+0050,1","999,N,-0030,1","00,1","SYN140AAXX  03081 07589 213// 80907 10020 29/// 70000 886// 90820 333 10050 21030 4/069 70000 90768 93100 555 7//// 8//// 1//// ///0/ ///// /////;",
"07589099999","2010-03-04T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0020,1","+9999,9","99999,9","24,0082,9,1","0080,9,1,999999,9,9","99,011,9,1","7,1,99,9","4,1,99,9","09,1,+99999,9,99,9","09,99,1,09,1,99,9,99999,9,99,9,99,9","999,M,+0025,1","999,N,-0030,1","45,1","SYN146AAXX  04081 07589 21/// 90000 11020 29/// 74574 89/// 90810 333 10025 21030 4/080 70082 90768 93111 555 72156 8//// 11006 011/0 ///// ///// 41///;",
"07589099999","2010-03-05T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0060,1","+9999,9","99999,9","24,0007,9,1","0081,9,1,999999,9,9","99,001,9,1","7,1,99,9","4,1,99,9",,"04,99,1,02,1,05,1,00150,1,03,1,00,1","999,M,-0005,1","999,N,-0070,1","00,1","SYN140AAXX  05081 07589 212// 40000 11060 29/// 70074 82530 90800 333 11005 21070 4/081 70007 90768 93101 555 7//// 8//// 11010 01259 ///// /////;",
"07589099999","2010-03-06T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0100,1","+9999,9","99999,9","24,0000,9,1","0080,9,1,999999,9,9","99,000,9,1","3,1,99,9","0,1,99,9","00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1","999,M,-0030,1","999,N,-0120,1","00,1","SYN152AAXX  06081 07589 219// 00000 11100 29/// 70030 80000 90650 333 11030 21120 4/080 70000 90768 93100 555 7//// 8//// 11020 11001 ///// ///// 418// 51///;",
"07589099999","2010-03-07T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","01500,1,9,N","999999,9,N,1","-0070,1","+9999,9","99999,9","24,0001,9,1","0079,9,1,999999,9,9","99,001,9,1","7,1,99,9","0,1,99,9",,"07,99,1,07,1,00,1,01750,1,07,1,99,9","999,M,+0005,1","999,N,-0100,1","00,1","SYN152AAXX  07081 07589 217// 70000 11070 29/// 70070 8707/ 90755 333 10005 21100 4/079 70001 90768 93101 555 72156 8//// 11017 10801 ///// ///// 41808 51///;",
"07589099999","2010-03-08T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0060,1","+9999,9","99999,9","24,0000,9,1","0078,9,1,999999,9,9","99,000,9,1","0,1,99,9","0,1,99,9",,"05,99,1,01,1,00,1,99999,9,03,1,02,1","999,M,-0040,1","999,N,-0090,1","00,1","SYN152AAXX  08081 07589 219// 50000 11060 29/// 70000 81032 90710 333 11040 21090 4/078 70000 90768 93100 555 7//// 8//// 11020 10800 ///// ///// 41808 51///;",
"07589099999","2010-03-09T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","01500,1,9,N","999999,9,N,1","-0090,1","+9999,9","99999,9","24,0000,9,1","0075,9,1,999999,9,9","99,000,9,1","4,1,99,9","0,1,99,9",,"06,99,1,06,1,00,1,01750,1,03,1,00,1","999,M,+0010,1","999,N,-0120,1","00,1","SYN152AAXX  09081 07589 217// 60000 11090 29/// 70040 86030 90800 333 10010 21120 4/075 70000 90768 93100 555 7//// 8//// 11051 10550 ///// ///// 41805 51///;",
"07589099999","2010-03-10T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0080,1","+9999,9","99999,9","24,0000,9,1","0074,9,1,999999,9,9","99,000,9,1","0,1,99,9","0,1,99,9",,"05,99,1,05,1,00,1,99999,9,03,1,00,1","999,M,-0040,1","999,N,-0090,1","00,1","SYN152AAXX  10081 07589 219// 50000 11080 29/// 70000 85030 90630 333 11040 21090 4/074 70000 90768 93100 555 7//// 8//// 11047 10450 ///// ///// 41804 51///;",
"07589099999","2010-03-11T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0080,1","+9999,9","99999,9","24,0000,9,1","0072,9,1,999999,9,9","99,000,9,1","4,1,99,9","0,1,99,9","09,1,+99999,9,99,9","09,99,1,09,1,99,9,99999,9,99,9,99,9","999,M,-0035,1","999,N,-0110,1","45,1","SYN152AAXX  11081 07589 21/// 90000 11080 29/// 74540 89/// 90750 333 11035 21110 4/072 70000 90768 93100 555 7//// 8//// 11050 104/0 ///// ///// 41804 51///;",
"07589099999","2010-03-12T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0070,1","+9999,9","99999,9","24,0000,9,1","0071,9,1,999999,9,9","99,000,9,1","4,1,99,9","0,1,99,9",,"01,99,1,00,1,00,1,99999,9,00,1,02,1","999,M,-0015,1","999,N,-0105,1","00,1","SYN152AAXX  12081 07589 219// 10000 11070 29/// 70040 80002 90810 333 11015 21105 4/071 70000 90768 93100 555 7//// 8//// 11048 10300 ///// ///// 41803 51///;",
"07589099999","2010-03-13T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0080,1","+9999,9","99999,9","24,0000,9,1","0070,9,1,999999,9,9","99,000,9,1","4,1,99,9","0,1,99,9",,"01,99,1,00,1,00,1,99999,9,00,1,02,1","999,M,+0000,1","999,N,-0100,1","00,1","SYN152AAXX  13081 07589 219// 10000 11080 29/// 70040 80002 90640 333 10000 21100 4/070 70000 90768 93100 555 7//// 8//// 11042 10200 ///// ///// 41802 51///;",
"07589099999","2010-03-14T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0020,1","+9999,9","99999,9","24,0000,9,1","0069,9,1,999999,9,9","99,000,9,1","0,1,99,9","0,1,99,9","00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1","999,M,+0035,1","999,N,-0080,1","00,1","SYN152AAXX  14081 07589 219// 00000 11020 29/// 70000 80000 90800 333 10035 21080 4/069 70000 90768 93100 555 7//// 8//// 11040 80100 ///// ///// 48725 51///;",
"07589099999","2010-03-15T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0070,1","+9999,9","99999,9","24,0000,9,1","0068,9,1,999999,9,9","99,000,9,1","0,1,99,9","0,1,99,9",,"03,99,1,03,1,00,1,99999,9,03,1,00,1","999,M,+0050,1","999,N,-0075,1","00,1","SYN152AAXX  15081 07589 219// 30000 11070 29/// 70000 83030 90610 333 10050 21075 4/068 70000 90768 93100 555 7//// 8//// 11039 80000 ///// ///// 48725 51///;",
"07589099999","2010-03-16T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0020,1","+9999,9","99999,9","24,0000,9,1","0068,9,1,999999,9,9","99,000,9,1","0,1,99,9","0,1,99,9",,"01,99,1,00,1,00,1,99999,9,00,1,02,1","999,M,+0025,1","999,N,-0080,1","00,1","SYN152AAXX  16081 07589 219// 10000 11020 29/// 70000 80002 90800 333 10025 21080 4/068 70000 90768 93100 555 7//// 8//// 11027 80000 ///// ///// 48725 51///;",
"07589099999","2010-03-18T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","+0010,1","+9999,9","99999,9","24,0000,9,1","0065,9,1,999999,9,9","99,000,9,1","0,1,99,9","0,1,99,9",,"04,99,1,00,1,00,1,99999,9,00,1,02,1","999,M,+0090,1","999,N,-0020,1","00,1","SYN152AAXX  18081 07589 219// 40000 10010 29/// 70000 80002 90800 333 10090 21020 4/065 70000 90768 93100 555 7//// 8//// 11010 80000 ///// ///// 48723 51///;",
"07589099999","2010-03-19T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","01500,1,9,N","999999,9,N,1","+0040,1","+9999,9","99999,9","24,0000,9,1","0062,9,1,999999,9,9","99,000,9,1","0,1,99,9","0,1,99,9",,"07,99,1,07,1,00,1,01750,1,07,1,99,9","999,M,+0110,1","999,N,-0020,1","00,1","SYN152AAXX  19081 07589 217// 70000 10040 29/// 70000 8707/ 90725 333 10110 21020 4/062 70000 90768 93100 555 7//// 8//// 11010 80100 ///// ///// 48715 51///;",
"07589099999","2010-03-20T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","01200,1,9,N","999999,9,N,1","+0040,1","+9999,9","99999,9","24,0015,9,1","0056,9,1,999999,9,9","99,000,9,1","6,1,99,9","0,1,99,9",,"08,99,1,08,1,00,1,01250,1,07,1,99,9","999,M,+0130,1","999,N,+0030,1","00,1","SYN152AAXX  20081 07589 216// 80000 10040 29/// 70060 8807/ 90635 333 10130 20030 4/056 70015 90768 93100 555 71156 8//// 11009 52000 ///// ///// 46600 51///;",
"07589099999","2010-03-21T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","03600,1,9,N","999999,9,N,1","+0050,1","+9999,9","99999,9","24,0050,9,1","0050,9,1,999999,9,9","99,000,9,1","6,1,99,9","4,1,99,9",,"08,99,1,04,1,06,1,00250,1,07,1,99,9","999,M,+0100,1","999,N,+0035,1","00,1","SYN140AAXX  21081 07589 213// 80000 10050 29/// 70064 8467/ 90820 333 10100 20035 4/050 70050 90768 93100 555 7//// 8//// 1//// ///50 ///// /////;",
"07589099999","2010-03-22T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","03600,1,9,N","999999,9,N,1","+0050,1","+9999,9","99999,9","24,0022,9,1","0048,9,1,999999,9,9","99,000,9,1","6,1,99,9","0,1,99,9",,"08,99,1,01,1,06,1,00250,1,07,1,99,9","999,M,+0075,1","999,N,+0030,1","00,1","SYN152AAXX  22081 07589 213// 80000 10050 29/// 70060 8167/ 90820 333 10075 20030 4/048 70022 90768 93100 555 71156 8//// 11006 04000 ///// ///// 46600 51///;",
"07589099999","2010-03-24T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","+0060,1","+9999,9","99999,9","24,0000,9,1","0040,9,1,999999,9,9","99,000,9,1","0,1,99,9","0,1,99,9",,"02,99,1,00,1,00,1,99999,9,00,1,02,1","999,M,+0120,1","999,N,+0010,1","00,1","SYN146AAXX  24081 07589 219// 20000 10060 29/// 70000 80002 90810 333 10120 20010 4/040 70000 90768 93100 555 7//// 8//// 11015 80100 ///// ///// 47605;",
"07589099999","2010-03-25T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","180,1,N,0070,1","01500,1,9,N","999999,9,N,1","+0090,1","+9999,9","99999,9","24,0000,9,1","0035,9,1,999999,9,9","99,000,9,1","0,1,99,9","0,1,99,9",,"06,99,1,06,1,00,1,01750,1,07,1,02,1","999,M,+0120,1","999,N,+0060,1","00,1","SYN140AAXX  25081 07589 217// 61807 10090 29/// 70000 86072 90800 333 10120 20060 4/035 70000 90768 93100 555 7//// 8//// 1//// ///0/ ///// /////;",
"07589099999","2010-03-26T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","180,1,N,0080,1","00210,1,9,N","999999,9,N,1","+0045,1","+9999,9","99999,9","24,0040,9,1","0030,9,1,999999,9,9","99,000,9,1","6,1,99,9","3,1,99,9",,"08,99,1,08,1,06,1,00250,1,99,9,99,9","999,M,+0105,1","999,N,+0045,1","63,1","SYN140AAXX  26081 07589 213// 81808 10045 29075 76363 886// 90730 333 10105 20045 4/030 70040 90768 93100 555 71180 8//// 1//// ///5/ ///// /////;",
"07589099999","2010-03-27T08:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","00120,1,9,N","999999,9,N,1","-0010,1","+9999,9","99999,9","24,0145,9,1","0040,9,1,999999,9,9","99,019,9,1","7,1,99,9","6,1,99,9",,"07,99,1,07,1,06,1,00150,1,99,9,99,9","999,M,+0050,1","999,N,-0020,1","00,1","SYN152AAXX  27081 07589 212// 70000 11010 29/// 70076 876// 90700 333 10050 21020 4/040 70145 90768 93119 555 72156 8//// 11009 01850 ///// ///// 41100 50///;",
"07589099999","2010-03-28T07:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","01500,1,9,N","999999,9,N,1","+0000,1","+9999,9","99999,9","24,0100,9,1","0042,9,1,999999,9,9","99,012,9,1","7,1,99,9","0,1,99,9",,"06,99,1,06,1,00,1,01750,1,03,1,00,1","999,M,+0025,1","999,N,-0010,1","00,1","SYN152AAXX  28071 07589 217// 60000 10000 29/// 70070 86030 90645 333 10025 21010 4/042 70100 90768 93112 555 72156 8//// 11003 03050 ///// ///// 41100 50///;",
"07589099999","2010-03-29T07:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","01500,1,9,N","999999,9,N,1","+0030,1","+9999,9","99999,9","24,0001,9,1","0034,9,1,999999,9,9","99,000,9,1","6,1,99,9","0,1,99,9",,"08,99,1,08,1,00,1,01750,1,07,1,99,9","999,M,+0040,1","999,N,+0000,1","00,1","SYN152AAXX  29071 07589 217// 80000 10030 29/// 70060 8807/ 90645 333 10040 20000 4/034 70001 90768 93100 555 71156 8//// 11005 7030/ ///// ///// 48701 51///;",
"07589099999","2010-03-30T07:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","180,1,N,0080,1","01200,1,9,N","999999,9,N,1","+0050,1","+9999,9","99999,9","24,0000,9,1","0030,9,1,999999,9,9","99,000,9,1","0,1,99,9","0,1,99,9",,"08,99,1,08,1,00,1,01250,1,07,1,99,9","999,M,+0120,1","999,N,+0030,1","00,1","SYN152AAXX  30071 07589 216// 81808 10050 29/// 70000 8807/ 90710 333 10120 20030 4/030 70000 90768 93100 555 7//// 8//// 11003 52007 ///// ///// 46600 51///;",
"07589099999","2010-03-31T07:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","01500,1,9,N","999999,9,N,1","-0010,1","+9999,9","99999,9","24,0100,9,1","0040,9,1,999999,9,9","99,014,9,1","7,1,99,9","6,1,99,9",,"08,99,1,08,1,00,1,01750,1,07,1,99,9","999,M,+0050,1","999,N,-0040,1","00,1","SYN152AAXX  31071 07589 217// 80000 11010 29/// 70076 8807/ 90720 333 10050 21040 4/040 70100 90768 93114 555 71156 8//// 11007 0050/ ///// ///// 47101 50///;",
"07589099999","2010-04-01T07:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","00120,1,9,N","999999,9,N,1","-0025,1","+9999,9","99999,9","24,0089,9,1","0050,9,1,999999,9,9","99,013,9,1","7,1,99,9","4,1,99,9",,"08,99,1,08,1,06,1,00150,1,99,9,99,9","999,M,+0015,1","999,N,-0030,1","00,1","SYN152AAXX  01071 07589 212// 80000 11025 29/// 70074 886// 90720 333 10015 21030 4/050 70089 90768 93113 555 72150 8//// 11008 010// ///// ///// 41300 50///;",
"07589099999","2010-04-02T07:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0030,1","+9999,9","99999,9","24,0000,9,1","0035,9,1,999999,9,9","99,000,9,1","4,1,99,9","0,1,99,9",,"01,99,1,01,1,00,1,99999,9,04,1,00,1","999,M,+0025,1","999,N,-0060,1","00,1","SYN152AAXX  02071 07589 219// 10000 11030 29/// 70040 81040 90730 333 10025 21060 4/035 70000 90768 93100 555 7//// 8//// 11010 70000 ///// ///// 48702 51///;",
"07589099999","2010-04-03T07:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,N,1","+0000,1","+9999,9","99999,9","24,0000,9,1","0030,9,1,999999,9,9","99,000,9,1","0,1,99,9","0,1,99,9",,"05,99,1,04,1,00,1,99999,9,03,1,02,1","999,M,+0050,1","999,N,-0030,1","00,1","SYN152AAXX  03071 07589 219// 50000 10000 29/// 70000 84032 90600 333 10050 21030 4/030 70000 90768 93100 555 7//// 8//// 11012 70000 ///// ///// 48701 51///;",
"07589099999","2010-04-04T07:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","00210,1,9,N","999999,9,N,1","-0010,1","+9999,9","99999,9","24,0115,9,1","0043,9,1,999999,9,9","99,017,9,1","7,1,99,9","0,1,99,9",,"08,99,1,08,1,06,1,00250,1,99,9,99,9","999,M,+0040,1","999,N,-0020,1","71,1","SYN152AAXX  04071 07589 213// 80000 11010 29/// 77170 886// 90720 333 10040 21020 4/043 70115 90768 93117 555 72150 8//// 11012 02280 ///// ///// 41100 50///;",
"07589099999","2010-04-05T07:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0020,1","+9999,9","99999,9","24,0009,9,1","0035,9,1,999999,9,9","99,002,9,1","7,1,99,9","0,1,99,9","00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1","999,M,+0030,1","999,N,-0040,1","00,1","SYN152AAXX  05071 07589 219// 00000 11020 29/// 70070 80000 90720 333 10030 21040 4/035 70009 90768 93102 555 72156 8//// 11017 11009 ///// ///// 41701 51///;",
"07589099999","2010-04-06T07:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","+0050,1","+9999,9","99999,9","24,0000,9,1","0030,9,1,999999,9,9","99,000,9,1","0,1,99,9","0,1,99,9",,"04,99,1,00,1,00,1,99999,9,00,1,02,1","999,M,+0070,1","999,N,-0020,1","00,1","SYN152AAXX  06071 07589 219// 40000 10050 29/// 70000 80002 90720 333 10070 21020 4/030 70000 90768 93100 555 7//// 8//// 11011 10501 ///// ///// 48701 51///;",
"07589099999","2010-04-07T07:00:00","4","44.946667","6.188333","1570.0","ST CHRISTOPHE, FR","FM-12","99999","V020","999,9,C,0000,1","03600,1,9,N","999999,9,N,1","+0055,1","+9999,9","99999,9","24,0011,9,1","0028,9,1,999999,9,9","99,000,9,1","6,1,99,9","0,1,99,9",,"06,99,1,01,1,06,1,00450,1,07,1,00,1","999,M,+0140,1","999,N,+0045,1","00,1","SYN152AAXX  07071 07589 214// 60000 10055 29/// 70060 81670 90720 333 10140 20045 4/028 70011 90768 93100 555 71156 8//// 11004 52800 ///// ////3 46600 51///;",
